schedule_id,seed,subject_id,session_id,trial_order,object_order,object_id,repetition,condition_position,condition,trial_id
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,29,4,banana,2,1,I_G,P02_T29
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,30,4,banana,2,2,I_H_G,P02_T30
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,31,4,banana,2,3,I_H,P02_T31
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,32,4,banana,2,4,I,P02_T32
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,33,5,apple,1,1,I_H,P02_T33
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,34,5,apple,1,2,I_G,P02_T34
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,35,5,apple,1,3,I,P02_T35
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,36,5,apple,1,4,I_H_G,P02_T36
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,37,5,apple,2,1,I_H_G,P02_T37
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,38,5,apple,2,2,I,P02_T38
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,39,5,apple,2,3,I_G,P02_T39
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,40,5,apple,2,4,I_H,P02_T40
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,41,6,scissors,1,1,I_G,P02_T41
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,42,6,scissors,1,2,I_H_G,P02_T42
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,43,6,scissors,1,3,I_H,P02_T43
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,44,6,scissors,1,4,I,P02_T44
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,45,6,scissors,2,1,I,P02_T45
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,46,6,scissors,2,2,I_H,P02_T46
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,47,6,scissors,2,3,I_H_G,P02_T47
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P02,P02_S2,48,6,scissors,2,4,I_G,P02_T48
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,1,1,scissors,1,1,I_G,P03_T01
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,2,1,scissors,1,2,I_H_G,P03_T02
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,3,1,scissors,1,3,I_H,P03_T03
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,4,1,scissors,1,4,I,P03_T04
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,5,1,scissors,2,1,I,P03_T05
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,6,1,scissors,2,2,I_H,P03_T06
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,7,1,scissors,2,3,I_H_G,P03_T07
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,8,1,scissors,2,4,I_G,P03_T08
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,9,2,bottle,1,1,I_H_G,P03_T09
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,10,2,bottle,1,2,I,P03_T10
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,11,2,bottle,1,3,I_G,P03_T11
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,12,2,bottle,1,4,I_H,P03_T12
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,13,2,bottle,2,1,I_H,P03_T13
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,14,2,bottle,2,2,I_G,P03_T14
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,15,2,bottle,2,3,I,P03_T15
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,16,2,bottle,2,4,I_H_G,P03_T16
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,17,3,mouse,1,1,I,P03_T17
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,18,3,mouse,1,2,I_H,P03_T18
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,19,3,mouse,1,3,I_H_G,P03_T19
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,20,3,mouse,1,4,I_G,P03_T20
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,21,3,mouse,2,1,I_G,P03_T21
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,22,3,mouse,2,2,I_H_G,P03_T22
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,23,3,mouse,2,3,I_H,P03_T23
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S1,24,3,mouse,2,4,I,P03_T24
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,25,4,cup,1,1,I_H,P03_T25
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,26,4,cup,1,2,I_G,P03_T26
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,27,4,cup,1,3,I,P03_T27
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,28,4,cup,1,4,I_H_G,P03_T28
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,29,4,cup,2,1,I_H_G,P03_T29
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,30,4,cup,2,2,I,P03_T30
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,31,4,cup,2,3,I_G,P03_T31
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,32,4,cup,2,4,I_H,P03_T32
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,33,5,banana,1,1,I_G,P03_T33
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,34,5,banana,1,2,I_H_G,P03_T34
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,35,5,banana,1,3,I_H,P03_T35
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,36,5,banana,1,4,I,P03_T36
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,37,5,banana,2,1,I,P03_T37
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,38,5,banana,2,2,I_H,P03_T38
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,39,5,banana,2,3,I_H_G,P03_T39
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,40,5,banana,2,4,I_G,P03_T40
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,41,6,apple,1,1,I_H_G,P03_T41
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,42,6,apple,1,2,I,P03_T42
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,43,6,apple,1,3,I_G,P03_T43
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,44,6,apple,1,4,I_H,P03_T44
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,45,6,apple,2,1,I_H,P03_T45
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,46,6,apple,2,2,I_G,P03_T46
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,47,6,apple,2,3,I,P03_T47
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P03,P03_S2,48,6,apple,2,4,I_H_G,P03_T48
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,1,1,banana,1,1,I_H_G,P04_T01
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,2,1,banana,1,2,I,P04_T02
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,3,1,banana,1,3,I_G,P04_T03
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,4,1,banana,1,4,I_H,P04_T04
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,5,1,banana,2,1,I_H,P04_T05
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,6,1,banana,2,2,I_G,P04_T06
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,7,1,banana,2,3,I,P04_T07
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,8,1,banana,2,4,I_H_G,P04_T08
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,9,2,bottle,1,1,I,P04_T09
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,10,2,bottle,1,2,I_H,P04_T10
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,11,2,bottle,1,3,I_H_G,P04_T11
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,12,2,bottle,1,4,I_G,P04_T12
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,13,2,bottle,2,1,I_G,P04_T13
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,14,2,bottle,2,2,I_H_G,P04_T14
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,15,2,bottle,2,3,I_H,P04_T15
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,16,2,bottle,2,4,I,P04_T16
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,17,3,scissors,1,1,I_H,P04_T17
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,18,3,scissors,1,2,I_G,P04_T18
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,19,3,scissors,1,3,I,P04_T19
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,20,3,scissors,1,4,I_H_G,P04_T20
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,21,3,scissors,2,1,I_H_G,P04_T21
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,22,3,scissors,2,2,I,P04_T22
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,23,3,scissors,2,3,I_G,P04_T23
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S1,24,3,scissors,2,4,I_H,P04_T24
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,25,4,mouse,1,1,I_G,P04_T25
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,26,4,mouse,1,2,I_H_G,P04_T26
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,27,4,mouse,1,3,I_H,P04_T27
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,28,4,mouse,1,4,I,P04_T28
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,29,4,mouse,2,1,I,P04_T29
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,30,4,mouse,2,2,I_H,P04_T30
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,31,4,mouse,2,3,I_H_G,P04_T31
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,32,4,mouse,2,4,I_G,P04_T32
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,33,5,cup,1,1,I_H_G,P04_T33
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,34,5,cup,1,2,I,P04_T34
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,35,5,cup,1,3,I_G,P04_T35
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,36,5,cup,1,4,I_H,P04_T36
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,37,5,cup,2,1,I_H,P04_T37
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,38,5,cup,2,2,I_G,P04_T38
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,39,5,cup,2,3,I,P04_T39
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,40,5,cup,2,4,I_H_G,P04_T40
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,41,6,apple,1,1,I,P04_T41
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,42,6,apple,1,2,I_H,P04_T42
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,43,6,apple,1,3,I_H_G,P04_T43
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,44,6,apple,1,4,I_G,P04_T44
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,45,6,apple,2,1,I_G,P04_T45
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,46,6,apple,2,2,I_H_G,P04_T46
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,47,6,apple,2,3,I_H,P04_T47
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P04,P04_S2,48,6,apple,2,4,I,P04_T48
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,1,1,cup,1,1,I,P05_T01
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,2,1,cup,1,2,I_H,P05_T02
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,3,1,cup,1,3,I_H_G,P05_T03
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,4,1,cup,1,4,I_G,P05_T04
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,5,1,cup,2,1,I_G,P05_T05
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,6,1,cup,2,2,I_H_G,P05_T06
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,7,1,cup,2,3,I_H,P05_T07
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,8,1,cup,2,4,I,P05_T08
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,9,2,scissors,1,1,I_H,P05_T09
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,10,2,scissors,1,2,I_G,P05_T10
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,11,2,scissors,1,3,I,P05_T11
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,12,2,scissors,1,4,I_H_G,P05_T12
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,13,2,scissors,2,1,I_H_G,P05_T13
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,14,2,scissors,2,2,I,P05_T14
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,15,2,scissors,2,3,I_G,P05_T15
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,16,2,scissors,2,4,I_H,P05_T16
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,17,3,bottle,1,1,I_G,P05_T17
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,18,3,bottle,1,2,I_H_G,P05_T18
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,19,3,bottle,1,3,I_H,P05_T19
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,20,3,bottle,1,4,I,P05_T20
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,21,3,bottle,2,1,I,P05_T21
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,22,3,bottle,2,2,I_H,P05_T22
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,23,3,bottle,2,3,I_H_G,P05_T23
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S1,24,3,bottle,2,4,I_G,P05_T24
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,25,4,apple,1,1,I_H_G,P05_T25
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,26,4,apple,1,2,I,P05_T26
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,27,4,apple,1,3,I_G,P05_T27
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,28,4,apple,1,4,I_H,P05_T28
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,29,4,apple,2,1,I_H,P05_T29
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,30,4,apple,2,2,I_G,P05_T30
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,31,4,apple,2,3,I,P05_T31
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,32,4,apple,2,4,I_H_G,P05_T32
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,33,5,banana,1,1,I,P05_T33
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,34,5,banana,1,2,I_H,P05_T34
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,35,5,banana,1,3,I_H_G,P05_T35
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,36,5,banana,1,4,I_G,P05_T36
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,37,5,banana,2,1,I_G,P05_T37
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,38,5,banana,2,2,I_H_G,P05_T38
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,39,5,banana,2,3,I_H,P05_T39
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,40,5,banana,2,4,I,P05_T40
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,41,6,mouse,1,1,I_H,P05_T41
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,42,6,mouse,1,2,I_G,P05_T42
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,43,6,mouse,1,3,I,P05_T43
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,44,6,mouse,1,4,I_H_G,P05_T44
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,45,6,mouse,2,1,I_H_G,P05_T45
